,id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link,country,kind_code,abstract,cpc_1,cpc_2,cpc_3,cpc_1_num,cpc_2_num,cpc_3_num,file_grant_days,cpc_1_GHY
27,US11962017B2,Diatomaceous energy storage devices ,Printed Energy Pty Ltd,"['Vera N. Lockett', ' Yasser Salah', ' John G. Gustafson', ' William J. Ray', ' Sri Harsha Kolli']",2012-07-18,2023-01-25,2024-04-16,2024-04-16,https://patents.google.com/patent/US11962017B2/en,https://patentimages.storage.googleapis.com/47/f7/20/82510d223910cf/US11962017-20240416-D00000.png,US,B2,"The disclosed technology generally relates to energy storage devices, and more particularly to energy storage devices comprising frustules. According to an aspect, a supercapacitor comprises a pair of electrodes and an electrolyte, wherein at least one of the electrodes comprises a plurality of frustules having formed thereon a surface active material. The surface active material can include nanostructures. The surface active material can include one or more of a zinc oxide, a manganese oxide and a carbon nanotube.","['H', 'Y']","['H02', 'Y02', 'Y04']","['H02J', 'H02M', 'Y02B', 'Y02E', 'Y04S']",2,3,5,447,0
28,US11803069B2,Eyewear with connection region ,"Ingeniospec, Llc","['Thomas A. Howell', ' David Chao', ' C. Douglass Thomas', ' Peter P. Tong']",2003-10-09,2023-03-31,2023-10-31,2023-10-31,https://patents.google.com/patent/US11803069B2/en,https://patentimages.storage.googleapis.com/c2/78/f5/adffe21d5afda1/US11803069-20231031-D00000.png,US,B2,"In one embodiment, an eyewear frame for a user includes at least a front portion with two side portions; two speakers, one in each side portion; a connection region at one side portion, with an electrical connector having two conductive pads to connect to corresponding conductive contacts of a counterpart connector; a rechargeable battery; a microphone in the frame; and wireless communication circuitry in the frame. The connection region can be provided at an inside surface of one of the side portions. The eyewear frame can also include a touch-sensitive input surface on the eyewear frame configured to provide an input to the frame to perform a function. Another embodiment includes a headset at least with a touch-sensitive input surface and an electrical connector having a conductive pad to connect to a corresponding conductive contact of a counterpart connector.","['B', 'C', 'F', 'H', 'Y']","['B01', 'C01', 'C10', 'F01', 'F22', 'F24', 'H01', 'Y02', 'Y10']","['B01J', 'C01B', 'C10G', 'C10K', 'F01K', 'F22B', 'F24S', 'H01M', 'Y02E', 'Y02P', 'Y02T', 'Y10T']",5,9,12,214,0
29,US11906733B2,Heads-up display and coating therefor ,Vitro Flat Glass Llc,"['Andrew V. Wagner', ' Zhixun Ma', "" Dennis J. O'Shaughnessy"", ' Adam D. Polcyn']",2017-08-31,2023-02-02,2024-02-20,2024-02-20,https://patents.google.com/patent/US11906733B2/en,https://patentimages.storage.googleapis.com/ab/95/8b/32fca683b92a47/US11906733-20240220-D00000.png,US,B2,"A laminate including: a first ply having a first surface and a second surface, where the first surface is an outer surface of the laminate; a second ply having a third surface facing the second surface and a fourth surface opposite the third surface, where the fourth surface is an inner surface of the laminate; an interlayer between the plies; and an enhanced p-polarized reflective coating positioned over at least a portion of a surface of the plies. When the laminate is contacted with radiation having p-polarized radiation at an angle of 60Â° relative to normal of the laminate, the laminate exhibits a LTA of at least 70% and a reflectivity of the p-polarized radiation of at least 10%. A display system and method of projecting an image in a heads-up display is also disclosed.","['B', 'G', 'Y']","['B60', 'G06', 'Y04']","['B60L', 'G06Q', 'Y04S']",3,3,3,383,0
30,US11988708B2,Exposure monitor device ,Analog Devices International Unlimited Company,"['Edward John Coyne', "" Alan J. O'Donnell"", ' Shaun Bradley', ' David Aherne', ' David Boland', "" Thomas G. O'Dwyer"", ' Colm Patrick Heffernan', ' Kevin B. Manning', ' Mark Forde', ' David J. Clarke', ' Michael A. Looby']",2016-04-19,2023-05-16,2024-05-21,2024-05-21,https://patents.google.com/patent/US11988708B2/en,https://patentimages.storage.googleapis.com/65/90/7a/c17d44c11560d8/US11988708-20240521-D00000.png,US,B2,"The disclosed technology generally relates to integrated circuit devices with wear out monitoring capability. An integrated circuit device includes a wear-out monitor device configured to record an indication of wear-out of a core circuit separated from the wear-out monitor device, wherein the indication is associated with localized diffusion of a diffusant within the wear-out monitor device in response to a wear-out stress that causes the wear-out of the core circuit.","['F', 'G', 'H', 'Y']","['G05', 'F24', 'G06', 'H02', 'H04', 'Y02', 'Y04']","['G05F', 'F24F', 'G05B', 'G05D', 'G06F', 'G06Q', 'H02J', 'H04L', 'H04W', 'Y02B', 'Y02D', 'Y02E', 'Y02P', 'Y04S']",4,7,14,371,1
31,US11935251B2,Occupant counting device ,Lutron Technology Company Llc,['James P. Steiner'],2018-08-24,2023-04-26,2024-03-19,2024-03-19,https://patents.google.com/patent/US11935251B2/en,https://patentimages.storage.googleapis.com/b8/bb/c3/61ca3d60604816/US11935251-20240319-D00000.png,US,B2,"A sensor may be configured to determine how many people that have entered or exited a space. The sensor may comprise a pyroelectric infrared (PIR) detection circuit capable of generating different output signal patterns in response to a person entering or exiting the space. The sensor may determine whether the person has entered or exited the space based on the output signal pattern. The sensor may include a thermopile array, a radar detection circuit, or a visible light sensing circuit. The thermopile array, radar detection circuit, or visible light sensing circuit may be capable of detecting a person's location and/or movements within an area monitored by the sensor and determining, based on the detected movements, whether the person has entered or left the space. An occupant count of the space may then be determined accordingly by the sensor or by a system controller.","['H', 'Y']","['H02', 'H05', 'Y02']","['H02J', 'H02S', 'H05F', 'Y02E']",2,3,4,328,0
32,US11980247B2,Data collecting head guard systems and methods thereof ,"2Nd Skull, Inc.",['Federico Olivares Velasco'],2015-04-14,2023-03-20,2024-05-14,2024-05-14,https://patents.google.com/patent/US11980247B2/en,https://patentimages.storage.googleapis.com/8d/66/87/6cd84585bc0cf0/US11980247-20240514-D00000.png,US,B2,A head guard is provided. The head guard includes one or more sensors as part of an sensory input and communications system. The head guard wirelessly communicates data to remote computing devices for intelligent data collection.,"['A', 'F', 'H', 'Y']","['H01', 'A41', 'A45', 'F02', 'H02', 'F05', 'Y02']","['H01M', 'A41D', 'A45C', 'A45F', 'F02K', 'H01L', 'H02S', 'F05D', 'Y02E']",4,7,9,421,0
33,US11993449B2,Compostable lid intended to seal a capsule and a capsule sealed by the lid ,Ahlstrom Oyj,"['Valerio Miozzo', ' Hervé Planchard', ' Florence Vidal', ' Mireille Roux']",2016-04-29,2023-05-15,2024-05-28,2024-05-28,https://patents.google.com/patent/US11993449B2/en,https://patentimages.storage.googleapis.com/58/50/b0/ff5ebac7d8c757/US11993449-20240528-D00000.png,US,B2,"A compostable lid intended to seal a beverage capsule is provided. The lid is composed of a multilayer complex successively comprising a non-woven material wherein at least 50% by weight of the fibers are composed of polylactic acid (PLA), an adhesive layer suitable for coming into contact with food, and a support layer composed of a vegetable parchment.","['B', 'G', 'H', 'Y']","['B64', 'G06', 'H02', 'H04', 'Y02', 'Y04']","['B64C', 'B64B', 'B64U', 'G06F', 'H02S', 'H04L', 'H04W', 'B64D', 'Y02E', 'Y04S']",4,6,10,379,1
34,US11901139B2,Control device base that attaches to the paddle actuator of a mechanical switch ,Lutron Technology Company Llc,['William Taylor Shivell'],2018-11-07,2023-02-21,2024-02-13,2024-02-13,https://patents.google.com/patent/US11901139B2/en,https://patentimages.storage.googleapis.com/2f/18/b1/0dba7c706a3b71/US11901139-20240213-D00000.png,US,B2,"A remote control device may control electrical loads and/or load control devices of a load control system without accessing electrical wiring. The remote control device may be configured to be mounted over an installed mechanical switch having a paddle actuator and may include a base and a control unit that is configured to be removably attached to the base. The base may include a frame, a clamp arm, a screw, and/or a sleeve. The clamp arm may be configured to secure the base to a protruding portion of the paddle actuator. The clamp arm may be attached to the frame at a pivot joint. The clamp arm may be configured to pivot about the pivot joint. The pivot joint may be located proximate to an endpoint or a midpoint of the frame.","['B', 'F', 'G', 'Y']","['B60', 'B63', 'F02', 'F03', 'G01', 'F05', 'Y02']","['B60L', 'B63B', 'F02D', 'F03D', 'G01P', 'G01R', 'G01W', 'B60Y', 'F05B', 'Y02E', 'Y02T']",4,7,11,357,0
35,US12000725B2,Dose measurement system and method ,"Bigfoot Biomedical, Inc.","['Richard Whalley', ' James White']",2012-05-21,2023-01-26,2024-06-04,2024-06-04,https://patents.google.com/patent/US12000725B2/en,https://patentimages.storage.googleapis.com/0d/1a/1e/728bd669382260/US12000725-20240604-D00000.png,US,B2,"Embodiments described herein generally relate to devices, systems and methods for measuring the dose remaining in a drug delivery device that is used for delivering a dose to a patient. In some embodiments, a dose measurement system for measuring the liquid volume in a container includes a plurality of light sources which are disposed and configured to emit electromagnetic radiation toward the container. A plurality of sensors are located in the apparatus that are optically coupleable to the plurality of light sources and are disposed and configured to detect the electromagnetic radiation emitted by at least a portion of the light sources. The apparatus also includes a processing unit configured to receive data representing the portion of the detected electromagnetic radiation from each of the plurality of sensors. The processing unit is further operable to convert the received data into a signature representative of the electromagnetic radiation detected by the plurality of sensors.","['F', 'G', 'H', 'Y']","['G06', 'F03', 'G05', 'H02', 'F05', 'Y02']","['G06F', 'F03D', 'G05B', 'G06N', 'H02J', 'F05B', 'Y02E']",4,6,7,495,1
36,US11979955B2,Load control device for a light-emitting diode light source ,Lutron Technology Company Llc,"['Timothy P. Gredler', ' Matthew R. Zartman']",2013-05-29,2023-04-10,2024-05-07,2024-05-07,https://patents.google.com/patent/US11979955B2/en,https://patentimages.storage.googleapis.com/f5/41/71/3c543b56347fd5/US11979955-20240507-D00000.png,US,B2,"A load control device for controlling the intensity of a lighting load, such as a light-emitting diode (LED) light source, may include a power converter circuit operable to receive a rectified AC voltage and to generate a DC bus voltage, a load regulation circuit operable to receive the bus voltage and to control the magnitude of a load current conducted through the lighting load, and a control circuit operatively coupled to the load regulation circuit for pulse width modulating or pulse frequency modulating the load current to control the intensity of the lighting load to a target intensity. The control circuit may control the intensity of the lighting load by pulse width modulating the load current when the target intensity is above a predetermined threshold and control the intensity of the lighting load by pulse frequency modulating the load current when the target intensity is below the predetermined threshold.","['H', 'Y']","['H02', 'Y02']","['H02J', 'H02M', 'H02H', 'Y02A', 'Y02B', 'Y02E']",2,2,6,393,0
